instrument,trades,PF,expectancy,net_R,max_drawdown,recovery_factor,win_rate,average_holding_hours,average_MAE_R,average_MFE_R
USDRUBF,3,0,-1.00073489841,-3.00220469522,-3.00220469522,-1,0,160,0.770133871026,0.360290054212
