trade_id,strategy_id,symbol,direction,pullback_time,confirmation_time,entry_time,entry_price,initial_stop,initial_risk_points,initial_risk_ticks,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R_C1,net_R_C1,MAE_R,MFE_R,impulse_reference_time,setup_age_bars,quantity,year
T2-CNY-D1-000001,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-05-31 23:00:00+03:00,2024-06-03 23:00:00+03:00,2024-06-03 23:00:00+03:00,12.283,12.4581250652,0.175125065229,175.125065229,2024-06-14 23:00:00+03:00,12.187,ATR_TRAILING_STOP,10,0.54817966734,0.0114204097363,0.536759257604,0.462526594318,3.16916370181,2024-05-29 23:00:00+03:00,2,5710.20486813,2024
T2-CNY-D1-000002,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-06-21 23:00:00+03:00,2024-06-24 23:00:00+03:00,2024-06-24 23:00:00+03:00,11.684,12.361289757,0.677289756961,677.289756961,2024-07-11 23:00:00+03:00,11.9969160716,ATR_TRAILING_STOP,15,-0.462012112746,0.00295294588386,-0.46496505863,0.584683285004,0.416365369624,2024-06-19 23:00:00+03:00,2,1484.39804713,2024
